ev_id,make,model,year,model_year,electric_type,range_miles,base_price,msrp,battery_kwh,seats,drive_type,county,city,state,postal_code,legislative_district,vin,dol_vehicle_id,base_msrp_range
12,Rivian,R1S,2020,2020,BEV,242,112919.33,116993.8,110.4,5,RWD,Lake Elizabeth County,Bushtown,NY,98637,VIN00000012,DOL000012,$45k-$60k
13,Toyota,RAV4 Prime,2025,2025,PHEV,34,91285.12,92717.99,11.1,5,RWD,Edwardton County,Kimberlyhaven,FL,98897,VIN00000013,DOL000013,$35k-$45k
14,BMW,i4,2023,2023,BEV,281,54958.74,56840.55,45.6,5,RWD,North Randyberg County,Tonyport,NJ,98260,VIN00000014,DOL000014,$60k-$80k
15,Volkswagen,ID.4,2022,2022,BEV,359,104021.4,104850.55,117.4,5,FWD,Christianshire County,Adamside,VA,99237,VIN00000015,DOL000015,$80k-$120k
16,Ford,Mustang Mach-E,2023,2023,BEV,322,59775.2,61768.89,111.0,5,AWD,Cristinaville County,Gardnertown,GA,99361,VIN00000016,DOL000016,$45k-$60k
17,Toyota,RAV4 Prime,2022,2022,PHEV,46,97243.87,100677.84,14.2,5,RWD,East Austin County,Kathytown,VA,98818,VIN00000017,DOL000017,$35k-$45k
18,Tesla,Model X,2024,2024,BEV,253,56569.2,58470.78,40.1,5,FWD,Hernandezfurt County,Port Julie,NV,99650,VIN00000018,DOL000018,$80k-$120k
19,Ford,Mustang Mach-E,2022,2022,BEV,363,76854.86,79236.61,77.4,7,RWD,North Monicaberg County,South Jessicaview,NY,99513,VIN00000019,DOL000019,$35k-$45k
20,Tesla,Model X,2022,2022,BEV,188,116424.69,118850.82,86.4,5,FWD,Debbiebury County,New Monica,VA,99942,VIN00000020,DOL000020,$60k-$80k
21,Ford,Mustang Mach-E,2020,2020,BEV,352,43847.27,44857.56,71.9,5,AWD,Port Nathanview County,Myershaven,GA,98914,VIN00000021,DOL000021,$80k-$120k
22,Volkswagen,ID.4,2024,2024,BEV,241,47100.26,48191.01,68.8,5,AWD,Lake Josephfort County,Laurenberg,MD,99869,VIN00000022,DOL000022,$80k-$120k
23,Lucid,Air,2025,2025,BEV,393,118200.07,121342.2,93.2,5,FWD,New Rebecca County,Andrechester,CA,98235,VIN00000023,DOL000023,$60k-$80k
24,BMW,iX,2020,2020,BEV,321,28362.53,29327.75,92.4,5,FWD,Matatown County,Rachelmouth,CA,99193,VIN00000024,DOL000024,$60k-$80k
25,Volkswagen,ID.4,2022,2022,BEV,234,112639.47,114876.84,50.9,4,RWD,Fishermouth County,South Tyler,NJ,98470,VIN00000025,DOL000025,$60k-$80k
26,Chevrolet,Bolt EUV,2023,2023,BEV,179,66429.98,69104.96,95.6,4,RWD,New Michellefort County,Port Troyton,OR,98558,VIN00000026,DOL000026,$60k-$80k
27,Jeep,Wrangler 4xe,2022,2022,PHEV,27,46238.07,47530.43,15.6,5,FWD,Rhondaborough County,North Jessica,MD,99095,VIN00000027,DOL000027,$35k-$45k
28,Jeep,Wrangler 4xe,2020,2020,PHEV,48,40599.7,41706.7,11.3,4,FWD,Nicholasborough County,Dianafort,VA,98776,VIN00000028,DOL000028,$45k-$60k
29,Kia,Niro EV,2025,2025,BEV,268,97970.96,100964.4,89.2,5,AWD,North Jennifer County,Snyderberg,GA,98701,VIN00000029,DOL000029,$80k-$120k
30,Ford,Mustang Mach-E,2022,2022,BEV,241,41484.05,42817.56,99.1,7,FWD,East Brianstad County,Dunnside,GA,98025,VIN00000030,DOL000030,$45k-$60k
31,Nissan,Leaf,2025,2025,BEV,199,119068.99,122443.1,102.6,7,AWD,Freemanville County,New Jaytown,GA,99673,VIN00000031,DOL000031,$45k-$60k
32,Chevrolet,Bolt EUV,2023,2023,BEV,341,82215.29,84617.39,60.2,4,RWD,Harrisfurt County,East Katelyn,OR,98271,VIN00000032,DOL000032,$35k-$45k
33,Hyundai,Ioniq 6,2024,2024,BEV,301,73304.79,76242.92,63.2,4,RWD,Raybury County,Ronniemouth,OR,99242,VIN00000033,DOL000033,$60k-$80k
34,Kia,EV6,2025,2025,BEV,317,117124.32,119330.1,104.4,5,FWD,Mitchellside County,Allenberg,NY,99122,VIN00000034,DOL000034,$45k-$60k
35,Jeep,Grand Cherokee 4xe,2025,2025,PHEV,25,114372.02,118597.78,17.6,5,FWD,Chelseaton County,East Kristie,AZ,99845,VIN00000035,DOL000035,$45k-$60k
36,Chevrolet,Bolt EUV,2024,2024,BEV,358,47518.99,49058.14,119.3,5,FWD,Port Anthony County,Cruzfurt,WA,98890,VIN00000036,DOL000036,$35k-$45k
37,Lucid,Air,2020,2020,BEV,253,115709.72,119350.3,50.5,4,RWD,Rayborough County,Leetown,OR,99187,VIN00000037,DOL000037,$80k-$120k
38,Chevrolet,Bolt EV,2020,2020,BEV,168,114198.86,119775.53,80.2,4,AWD,South Johnhaven County,Robinsonville,IL,98477,VIN00000038,DOL000038,$60k-$80k
39,Volkswagen,ID.4,2021,2021,BEV,394,36371.45,37284.3,113.4,5,FWD,North Katherineside County,Georgeshire,IL,98992,VIN00000039,DOL000039,$45k-$60k
40,Jeep,Grand Cherokee 4xe,2020,2020,PHEV,38,111373.05,112339.65,16.1,5,FWD,Briannaview County,New Megan,GA,98508,VIN00000040,DOL000040,$45k-$60k
41,Jeep,Wrangler 4xe,2022,2022,PHEV,30,89847.19,92113.59,16.5,7,AWD,West Crystal County,Jimmyview,NY,98492,VIN00000041,DOL000041,$45k-$60k
42,Jeep,Wrangler 4xe,2025,2025,PHEV,38,79649.03,80611.28,14.0,5,FWD,East Lisaview County,New Seanfurt,TX,99015,VIN00000042,DOL000042,$45k-$60k
43,Tesla,Model X,2025,2025,BEV,165,68181.72,69256.23,115.5,4,FWD,South Marissa County,Port Allison,FL,98379,VIN00000043,DOL000043,$60k-$80k
44,Jeep,Wrangler 4xe,2022,2022,PHEV,25,55170.58,57172.42,15.8,4,AWD,Garystad County,North Joseph,TX,98797,VIN00000044,DOL000044,$45k-$60k
45,Jeep,Grand Cherokee 4xe,2022,2022,PHEV,41,69620.24,72904.74,12.6,4,RWD,Darrelltown County,Lake Arthurland,NY,98289,VIN00000045,DOL000045,$35k-$45k
46,Nissan,Leaf,2020,2020,BEV,333,109866.09,111211.71,115.3,5,AWD,Emilybury County,New Chad,CA,98059,VIN00000046,DOL000046,$45k-$60k
47,Ford,Mustang Mach-E,2021,2021,BEV,325,97969.55,98314.69,89.7,4,RWD,East Kayleefurt County,Port Sara,WA,99346,VIN00000047,DOL000047,$80k-$120k
48,Tesla,Model S,2025,2025,BEV,339,79368.1,80859.61,79.8,7,FWD,North Kathleen County,North Jeffreyville,FL,98669,VIN00000048,DOL000048,$60k-$80k
49,Tesla,Model X,2022,2022,BEV,274,31057.21,31471.92,45.2,7,AWD,Deborahborough County,Kristaborough,FL,99794,VIN00000049,DOL000049,$60k-$80k
50,Toyota,Prius Prime,2024,2024,PHEV,32,89194.34,91522.32,12.1,7,FWD,New Cassandra County,South Krista,FL,98158,VIN00000050,DOL000050,$80k-$120k
51,Tesla,Model X,2025,2025,BEV,159,98340.18,102775.81,62.6,5,RWD,East Kristine County,Lake Alfred,NV,99903,VIN00000051,DOL000051,$60k-$80k
52,Rivian,R1T,2021,2021,BEV,204,64650.61,65324.31,113.3,7,RWD,North Kristinberg County,South Karenhaven,MA,99521,VIN00000052,DOL000052,$80k-$120k
53,Kia,EV6,2024,2024,BEV,193,32375.0,32510.35,95.7,5,RWD,South Kathleenton County,East Ashley,NY,98867,VIN00000053,DOL000053,$35k-$45k
54,Tesla,Model 3,2020,2020,BEV,314,89434.53,93876.32,57.4,4,RWD,New Chelsea County,South Joelhaven,MD,99922,VIN00000054,DOL000054,$60k-$80k
55,Chevrolet,Bolt EUV,2021,2021,BEV,296,92921.04,93407.4,119.9,5,RWD,Lake Julie County,North Omarmouth,CO,99293,VIN00000055,DOL000055,$35k-$45k
56,Tesla,Model S,2022,2022,BEV,305,118775.7,119715.85,60.0,5,FWD,Lake Robertton County,Russellland,WA,98071,VIN00000056,DOL000056,$35k-$45k
57,Hyundai,Ioniq 5,2023,2023,BEV,350,54749.69,56075.59,50.3,7,RWD,North Victoriamouth County,Williamsmouth,MD,98917,VIN00000057,DOL000057,$60k-$80k
58,Rivian,R1T,2022,2022,BEV,244,41709.55,42395.92,76.8,5,FWD,Laceyland County,South Mary,NY,99256,VIN00000058,DOL000058,$60k-$80k
59,Toyota,Prius Prime,2024,2024,PHEV,27,68022.13,68513.87,12.3,4,RWD,Landrychester County,East Regina,AZ,99608,VIN00000059,DOL000059,$80k-$120k
60,Lucid,Air,2020,2020,BEV,155,67169.75,67527.96,73.8,4,AWD,Luisland County,Lake Jason,MD,99911,VIN00000060,DOL000060,$35k-$45k
61,Ford,F-150 Lightning,2022,2022,BEV,248,95288.39,98661.95,49.2,5,FWD,Edwardville County,South Amyton,VA,99313,VIN00000061,DOL000061,$45k-$60k
62,Tesla,Model S,2024,2024,BEV,207,116845.42,118119.13,65.9,5,RWD,Port Sarah County,Port Larry,NJ,98087,VIN00000062,DOL000062,$80k-$120k
63,Toyota,RAV4 Prime,2022,2022,PHEV,40,60148.8,61195.71,15.4,4,FWD,Harristown County,Lake Michaelmouth,TX,99424,VIN00000063,DOL000063,$45k-$60k
64,Ford,Mustang Mach-E,2025,2025,BEV,367,116368.93,119881.74,97.5,7,AWD,Hubbardport County,East Brian,AZ,99060,VIN00000064,DOL000064,$60k-$80k
65,Tesla,Model 3,2020,2020,BEV,326,68122.51,68355.15,52.2,5,FWD,Deniseview County,Danaburgh,NJ,98599,VIN00000065,DOL000065,$60k-$80k
66,Chevrolet,Bolt EUV,2024,2024,BEV,318,99124.73,99622.93,95.4,7,RWD,Garretthaven County,Justinfort,CA,99367,VIN00000066,DOL000066,$60k-$80k
67,Volkswagen,ID.4,2021,2021,BEV,230,85843.17,87881.28,43.2,5,FWD,Port Virginia County,Kaylamouth,NJ,98777,VIN00000067,DOL000067,$60k-$80k
68,Lucid,Air,2025,2025,BEV,343,112500.67,118023.22,60.7,5,AWD,Amyport County,Lake Kristina,WA,98536,VIN00000068,DOL000068,$35k-$45k
69,Tesla,Model 3,2022,2022,BEV,349,49794.16,50103.44,65.1,5,RWD,Johnsonburgh County,Crystalburgh,CO,99833,VIN00000069,DOL000069,$45k-$60k
70,Chevrolet,Bolt EV,2025,2025,BEV,216,92541.01,96165.25,63.0,4,FWD,Wallsside County,Donaldburgh,NJ,99095,VIN00000070,DOL000070,$60k-$80k
71,Chevrolet,Bolt EV,2021,2021,BEV,360,39807.07,40410.76,81.9,5,AWD,West Jasonhaven County,Kylehaven,MD,99975,VIN00000071,DOL000071,$60k-$80k
72,Tesla,Model 3,2023,2023,BEV,266,34099.14,35599.02,78.2,5,FWD,Joshuaberg County,West Robert,CA,98259,VIN00000072,DOL000072,$80k-$120k
73,Tesla,Model S,2022,2022,BEV,216,113283.29,115295.64,117.2,7,AWD,West Jason County,Lake Erin,WA,98030,VIN00000073,DOL000073,$45k-$60k
74,Tesla,Model 3,2023,2023,BEV,253,98104.68,100540.7,91.5,4,AWD,Smithside County,East Sarashire,AZ,98091,VIN00000074,DOL000074,$45k-$60k
75,Chevrolet,Bolt EV,2025,2025,BEV,370,39553.97,41256.9,54.8,7,RWD,South Samanthaville County,Adamstad,FL,99708,VIN00000075,DOL000075,$35k-$45k
76,Tesla,Model Y,2022,2022,BEV,178,91160.19,93756.33,90.0,5,RWD,Gibsonburgh County,Yolandaton,NV,98278,VIN00000076,DOL000076,$60k-$80k
77,Lucid,Air,2022,2022,BEV,226,30935.46,31445.39,95.3,5,FWD,Lake Ericton County,South Jamesborough,MD,98411,VIN00000077,DOL000077,$80k-$120k
78,Jeep,Wrangler 4xe,2022,2022,PHEV,30,72032.11,72317.97,15.1,5,FWD,Mitchellport County,Wardport,FL,99962,VIN00000078,DOL000078,$60k-$80k
79,BMW,iX,2020,2020,BEV,238,30789.51,31174.54,101.6,5,FWD,Erikborough County,South Sabrinamouth,GA,99955,VIN00000079,DOL000079,$35k-$45k
80,Chevrolet,Bolt EUV,2024,2024,BEV,263,57611.76,58644.37,64.0,5,RWD,Whiteshire County,Levyside,TX,99602,VIN00000080,DOL000080,$45k-$60k
81,Tesla,Model 3,2021,2021,BEV,387,95697.57,98000.72,77.2,5,FWD,Cervantesberg County,Port Carrie,VA,98363,VIN00000081,DOL000081,$60k-$80k
82,Lucid,Air,2021,2021,BEV,174,79036.12,81357.66,80.3,5,AWD,Murphyview County,North Alyssa,NJ,98241,VIN00000082,DOL000082,$80k-$120k
83,Kia,EV6,2023,2023,BEV,311,47829.21,47983.17,66.3,5,FWD,North Sandraborough County,New Stephanie,NV,98506,VIN00000083,DOL000083,$80k-$120k
84,Chevrolet,Bolt EUV,2021,2021,BEV,358,49167.21,49365.65,116.7,4,FWD,Lake Pamela County,Morrischester,CA,98176,VIN00000084,DOL000084,$80k-$120k
85,Nissan,Leaf,2021,2021,BEV,284,74519.45,78081.82,75.0,7,FWD,Sharphaven County,Peterfurt,CO,99221,VIN00000085,DOL000085,$80k-$120k
86,Kia,EV6,2022,2022,BEV,236,41191.06,42362.35,89.8,5,RWD,Bishopmouth County,Lake Williamshire,MA,98950,VIN00000086,DOL000086,$45k-$60k
87,BMW,i4,2025,2025,BEV,399,55595.03,56836.71,87.8,5,AWD,Port Robin County,Rileyborough,MA,98068,VIN00000087,DOL000087,$80k-$120k
88,Ford,Mustang Mach-E,2020,2020,BEV,326,63051.67,65853.36,79.2,5,AWD,Anthonyton County,South Stephanietown,AZ,98400,VIN00000088,DOL000088,$45k-$60k
89,Tesla,Model X,2024,2024,BEV,369,113587.74,119216.11,116.1,4,AWD,Nicholasmouth County,Jenniferbury,OR,99205,VIN00000089,DOL000089,$45k-$60k
90,Chevrolet,Bolt EV,2021,2021,BEV,279,92884.02,93163.46,41.6,4,AWD,Laratown County,Johnsonberg,CA,98394,VIN00000090,DOL000090,$45k-$60k
91,Toyota,Prius Prime,2021,2021,PHEV,31,28593.69,29253.17,15.2,5,RWD,Davidstad County,Tranmouth,MD,98751,VIN00000091,DOL000091,$60k-$80k
92,Kia,EV6,2021,2021,BEV,299,69571.29,70153.69,41.4,4,AWD,Brownfort County,Changshire,NV,99791,VIN00000092,DOL000092,$80k-$120k
93,Hyundai,Ioniq 6,2022,2022,BEV,324,90237.51,91745.74,54.9,5,FWD,Port Margaret County,Port Veronica,MA,99327,VIN00000093,DOL000093,$80k-$120k
94,Tesla,Model 3,2023,2023,BEV,164,83646.32,85034.73,60.4,4,RWD,Elliotttown County,Aprilburgh,AZ,99896,VIN00000094,DOL000094,$60k-$80k
95,Jeep,Grand Cherokee 4xe,2025,2025,PHEV,25,61022.71,62821.61,11.7,5,RWD,Port Nicholasfort County,West Adamton,GA,99523,VIN00000095,DOL000095,$60k-$80k
96,Nissan,Leaf,2021,2021,BEV,268,104836.42,109875.78,93.2,4,AWD,New Tony County,Emmaport,VA,98986,VIN00000096,DOL000096,$35k-$45k
97,Tesla,Model S,2025,2025,BEV,253,63766.24,64789.24,48.9,5,AWD,West Frankville County,Medinaside,CA,99715,VIN00000097,DOL000097,$45k-$60k
98,Rivian,R1S,2022,2022,BEV,353,87897.86,91721.78,53.4,5,AWD,North Carrie County,South Shanemouth,CO,98550,VIN00000098,DOL000098,$80k-$120k
99,Chevrolet,Bolt EUV,2021,2021,BEV,161,42282.41,42927.64,92.5,5,RWD,Greeneshire County,Lake Neil,OR,98122,VIN00000099,DOL000099,$45k-$60k
100,Hyundai,Ioniq 6,2025,2025,BEV,331,50746.69,53095.71,86.3,4,AWD,West Ashley County,Nicoleborough,FL,98883,VIN00000100,DOL000100,$35k-$45k
101,Toyota,Prius Prime,2020,2020,PHEV,50,28092.55,28923.65,15.6,5,RWD,Paulshire County,Veronicamouth,MA,98787,VIN00000101,DOL000101,$60k-$80k
102,Chevrolet,Bolt EV,2024,2024,BEV,269,67386.42,69103.39,57.2,5,RWD,New Laurenside County,Jackstad,MD,99798,VIN00000102,DOL000102,$45k-$60k
103,BMW,i4,2021,2021,BEV,294,93768.93,97869.51,81.5,5,FWD,New Cherylmouth County,Martinfort,NY,98205,VIN00000103,DOL000103,$35k-$45k
104,Chevrolet,Bolt EUV,2020,2020,BEV,251,106052.85,106131.15,61.8,4,AWD,Port Heidi County,Port Jack,CA,98509,VIN00000104,DOL000104,$35k-$45k
105,Tesla,Model X,2020,2020,BEV,185,94539.8,98891.16,46.3,5,RWD,New Benjamin County,Lisaview,OR,98911,VIN00000105,DOL000105,$80k-$120k
106,Toyota,Prius Prime,2020,2020,PHEV,38,46026.6,47092.39,11.8,4,RWD,Bonnieton County,Dunnfurt,OR,99411,VIN00000106,DOL000106,$60k-$80k
107,Jeep,Wrangler 4xe,2022,2022,PHEV,44,47910.64,48390.99,10.4,7,FWD,Priceberg County,North Aaron,TX,99533,VIN00000107,DOL000107,$45k-$60k
108,Toyota,Prius Prime,2023,2023,PHEV,28,78932.43,81872.89,12.7,4,AWD,East Alexander County,Jessicaview,OR,98984,VIN00000108,DOL000108,$35k-$45k
109,Chevrolet,Bolt EUV,2021,2021,BEV,216,67203.74,67463.87,53.7,5,AWD,Millerton County,Howeton,NV,98495,VIN00000109,DOL000109,$45k-$60k
110,Rivian,R1T,2024,2024,BEV,159,68542.64,70627.24,94.2,7,RWD,Ballardmouth County,Harrisville,AZ,99182,VIN00000110,DOL000110,$60k-$80k
111,Rivian,R1T,2023,2023,BEV,216,96869.68,99120.32,84.8,5,RWD,Johnburgh County,Marcbury,NV,98501,VIN00000111,DOL000111,$35k-$45k
112,Chevrolet,Bolt EV,2020,2020,BEV,185,49666.36,51838.43,53.7,5,FWD,Holmesside County,South Williamview,IL,98858,VIN00000112,DOL000112,$60k-$80k
113,Tesla,Model 3,2022,2022,BEV,347,61235.1,64006.85,54.9,4,AWD,Laceyfurt County,Ramirezmouth,IL,98405,VIN00000113,DOL000113,$60k-$80k
114,Kia,Niro EV,2021,2021,BEV,229,72375.12,74433.38,90.4,5,AWD,New Billy County,Pricemouth,TX,98763,VIN00000114,DOL000114,$45k-$60k
115,Ford,Mustang Mach-E,2025,2025,BEV,292,84227.44,86725.07,62.2,5,FWD,West Jonathan County,Port Michelleview,IL,98256,VIN00000115,DOL000115,$80k-$120k
116,Hyundai,Ioniq 5,2025,2025,BEV,281,107426.39,108355.76,76.7,7,RWD,East Jessicaville County,Granttown,NV,98059,VIN00000116,DOL000116,$80k-$120k
117,Hyundai,Ioniq 5,2020,2020,BEV,336,114171.67,118472.14,41.1,7,FWD,Sancheztown County,North Crystal,FL,99149,VIN00000117,DOL000117,$35k-$45k
118,Chevrolet,Bolt EV,2023,2023,BEV,243,45912.31,47812.23,83.0,7,AWD,Millerberg County,South Anthony,MA,98214,VIN00000118,DOL000118,$80k-$120k
119,Hyundai,Ioniq 6,2025,2025,BEV,354,108711.43,112744.26,102.1,4,FWD,East Michelle County,North Julieville,WA,98931,VIN00000119,DOL000119,$60k-$80k
120,Ford,F-150 Lightning,2022,2022,BEV,315,90323.37,93228.27,48.2,4,AWD,West Maria County,Lake Paul,AZ,98499,VIN00000120,DOL000120,$60k-$80k
121,Lucid,Air,2021,2021,BEV,267,100642.16,102197.13,85.3,5,FWD,New Dominic County,West Bettyfurt,MA,99717,VIN00000121,DOL000121,$60k-$80k
122,Tesla,Model Y,2021,2021,BEV,255,35690.93,36019.53,87.2,5,FWD,Heatherfort County,Kathrynfurt,IL,98300,VIN00000122,DOL000122,$45k-$60k
123,Lucid,Air,2023,2023,BEV,302,35673.82,35796.0,104.8,5,RWD,Port Jeremyhaven County,Ashleyfort,OR,98475,VIN00000123,DOL000123,$35k-$45k
124,Tesla,Model S,2023,2023,BEV,276,71534.7,74623.19,81.0,5,FWD,East Joseph County,Johnburgh,CO,99837,VIN00000124,DOL000124,$60k-$80k
125,Chevrolet,Bolt EUV,2023,2023,BEV,219,41040.34,41992.8,99.5,5,RWD,Port Donna County,New Christopherborough,AZ,98777,VIN00000125,DOL000125,$60k-$80k
126,Tesla,Model S,2024,2024,BEV,173,75824.81,77849.74,57.1,5,FWD,Amytown County,Lisaborough,GA,98874,VIN00000126,DOL000126,$35k-$45k
127,Jeep,Wrangler 4xe,2021,2021,PHEV,27,107432.91,109637.18,14.4,4,AWD,Josephhaven County,Christopherton,NY,98154,VIN00000127,DOL000127,$45k-$60k
128,Rivian,R1S,2025,2025,BEV,348,87680.56,89053.27,53.7,5,FWD,Allisonview County,Lauratown,WA,99197,VIN00000128,DOL000128,$80k-$120k
129,Tesla,Model Y,2021,2021,BEV,361,111358.53,116246.64,84.5,5,AWD,Ernestmouth County,Vasquezfurt,GA,98645,VIN00000129,DOL000129,$60k-$80k
130,Ford,Mustang Mach-E,2022,2022,BEV,336,71476.82,73120.19,49.8,7,RWD,Matthewberg County,Jamesburgh,GA,99610,VIN00000130,DOL000130,$45k-$60k
131,Tesla,Model 3,2020,2020,BEV,172,111451.77,113220.85,81.8,5,RWD,South Michael County,South Kimberlyton,CA,99746,VIN00000131,DOL000131,$35k-$45k
132,BMW,iX,2021,2021,BEV,230,112702.26,114824.63,108.9,4,AWD,East Davidfurt County,East Ryan,VA,98551,VIN00000132,DOL000132,$80k-$120k
133,Lucid,Air,2024,2024,BEV,352,83008.43,83370.69,42.7,7,AWD,Port Regina County,Hutchinsontown,NY,98335,VIN00000133,DOL000133,$80k-$120k
134,Kia,EV6,2020,2020,BEV,392,69568.79,72045.8,80.0,7,AWD,Meghanborough County,Lake Laurie,CA,99538,VIN00000134,DOL000134,$45k-$60k
135,Nissan,Leaf,2021,2021,BEV,265,112374.79,113141.22,60.3,5,AWD,Carterfurt County,Kennethville,FL,98571,VIN00000135,DOL000135,$60k-$80k
136,BMW,iX,2021,2021,BEV,345,107100.62,108763.46,75.4,7,RWD,South Terrishire County,Port Dianeburgh,GA,99305,VIN00000136,DOL000136,$35k-$45k
137,Jeep,Wrangler 4xe,2022,2022,PHEV,32,39771.26,39793.15,16.5,5,RWD,Lake Jessefurt County,Jasminefort,NJ,98017,VIN00000137,DOL000137,$60k-$80k
138,Rivian,R1T,2023,2023,BEV,344,105701.91,110300.23,97.5,4,RWD,Lewisfurt County,West Katrina,IL,99455,VIN00000138,DOL000138,$45k-$60k
139,Toyota,Prius Prime,2021,2021,PHEV,49,31534.59,32089.86,11.1,4,RWD,Millerfort County,Lake Shelia,AZ,99918,VIN00000139,DOL000139,$60k-$80k
140,Hyundai,Ioniq 5,2021,2021,BEV,189,32960.03,33120.09,59.6,4,FWD,South Paulborough County,Denisemouth,MD,98895,VIN00000140,DOL000140,$35k-$45k
141,Hyundai,Ioniq 6,2024,2024,BEV,200,70539.85,71086.57,112.3,5,RWD,Andersonburgh County,West Amanda,VA,98209,VIN00000141,DOL000141,$60k-$80k
142,Rivian,R1T,2022,2022,BEV,370,108913.5,114327.36,45.7,5,FWD,Port Amy County,West Sherry,OR,98704,VIN00000142,DOL000142,$60k-$80k
143,BMW,iX,2025,2025,BEV,212,42862.74,42948.01,88.1,5,RWD,Blackborough County,South Bradleyside,NJ,98916,VIN00000143,DOL000143,$45k-$60k
144,Lucid,Air,2025,2025,BEV,346,44179.62,45280.79,96.3,5,RWD,North Kennethton County,South Stacy,MD,99614,VIN00000144,DOL000144,$80k-$120k
145,Tesla,Model X,2020,2020,BEV,174,51329.33,51945.55,67.1,5,FWD,Norrismouth County,Wardfort,WA,99845,VIN00000145,DOL000145,$45k-$60k
146,Lucid,Air,2020,2020,BEV,186,113145.75,115065.23,66.1,5,AWD,East Lori County,Ashleyville,NY,99459,VIN00000146,DOL000146,$80k-$120k
147,Chevrolet,Bolt EUV,2021,2021,BEV,174,94791.88,94806.96,86.7,4,RWD,Cruzshire County,Port Spencershire,MA,98529,VIN00000147,DOL000147,$60k-$80k
148,Ford,Mustang Mach-E,2024,2024,BEV,264,50807.58,52943.7,102.2,5,FWD,New Tristanberg County,West Hannahburgh,NY,99821,VIN00000148,DOL000148,$35k-$45k
149,Kia,EV6,2020,2020,BEV,150,34921.63,36106.21,98.8,4,FWD,Newmanside County,New Russellville,CO,98373,VIN00000149,DOL000149,$45k-$60k
150,Rivian,R1S,2024,2024,BEV,194,93749.08,94920.08,105.7,5,FWD,West Timothyville County,Ralphfort,CO,98256,VIN00000150,DOL000150,$60k-$80k
151,Nissan,Leaf,2021,2021,BEV,379,70034.1,72863.71,64.7,5,RWD,New Alexandra County,Sandersborough,MD,99936,VIN00000151,DOL000151,$45k-$60k
152,BMW,iX,2025,2025,BEV,221,81264.14,85022.88,69.8,5,FWD,Rubiomouth County,Jamesburgh,FL,98900,VIN00000152,DOL000152,$60k-$80k
153,Hyundai,Ioniq 6,2022,2022,BEV,333,44029.34,44242.06,56.2,4,RWD,Zamorachester County,Barnesport,CO,99378,VIN00000153,DOL000153,$45k-$60k
154,BMW,i4,2020,2020,BEV,355,36877.1,37728.33,54.1,5,AWD,New Steven County,Waltersmouth,CA,98056,VIN00000154,DOL000154,$80k-$120k
155,Lucid,Air,2024,2024,BEV,261,33389.15,34210.55,42.8,5,FWD,Rhondabury County,Lake Desireeland,FL,98494,VIN00000155,DOL000155,$60k-$80k
156,Jeep,Grand Cherokee 4xe,2022,2022,PHEV,43,39030.83,39266.41,18.2,5,AWD,Kimberlyfort County,Wadeborough,NJ,98393,VIN00000156,DOL000156,$35k-$45k
157,Chevrolet,Bolt EV,2024,2024,BEV,260,59725.46,60609.35,97.0,4,RWD,Randytown County,Patriciaton,TX,98543,VIN00000157,DOL000157,$35k-$45k
158,Tesla,Model S,2021,2021,BEV,336,65306.31,68174.86,90.9,5,RWD,South Stephen County,Aimeehaven,FL,98786,VIN00000158,DOL000158,$60k-$80k
