order_id,order_date,customer_id,product_id,product_name,product_category,warehouse_id,warehouse_city,warehouse_zone,order_qty,unit_cost,unit_price,shipping_charges,total_revenue,order_status,fulfillment_days,carrier,return_status,return_reason
126,2024-06-30,CUST0126,PROD0126,Carry,Toys,WH07,Port Saramouth,East Zone,11,1295.23,2289.49,97.66,25184.39,Delivered,7,XpressBees,Replacement Requested,Exchange Request
127,2024-03-31,CUST0127,PROD0127,Wide,Home & Kitchen,WH08,Stevensview,North Zone,18,2784.2,3552.58,162.06,63946.44,Shipped,1,Delhivery,Returned,Delivery Damaged
128,2025-05-20,CUST0128,PROD0128,At,Beauty,WH09,East Meganfurt,Central Zone,13,4087.07,5132.0,92.09,66716.0,Delivered,12,XpressBees,Not Returned,
129,2025-02-12,CUST0129,PROD0129,Size,Books,WH10,Lake Jasmine,Central Zone,9,3307.64,6069.98,44.35,54629.82,Delivered,8,FedEx,Replacement Requested,Exchange Request
130,2024-11-16,CUST0130,PROD0130,Rock,Toys,WH01,East Beckystad,South Zone,16,1321.47,2295.7,75.71,36731.2,Delivered,8,DTDC,Returned,Defective
131,2024-07-19,CUST0131,PROD0131,News,Home & Kitchen,WH02,Lake Lisa,South Zone,11,4700.97,6786.01,71.05,74646.11,Cancelled,1,XpressBees,Not Returned,
132,2024-09-20,CUST0132,PROD0132,Health,Toys,WH03,South Tiffanyberg,North Zone,16,4654.6,5600.06,181.54,89600.96,Delivered,1,Ecom Express,Returned,Defective
133,2024-04-01,CUST0133,PROD0133,Loss,Toys,WH04,Port Mary,South Zone,13,4051.24,4889.67,36.28,63565.71,Delivered,7,Blue Dart,Replacement Requested,Exchange Request
134,2025-02-08,CUST0134,PROD0134,Partner,Electronics,WH05,Lake Jeffreyberg,Central Zone,7,4383.8,6180.87,11.0,43266.09,Delivered,11,Ecom Express,Not Returned,
135,2024-09-28,CUST0135,PROD0135,Wind,Books,WH06,Olsenberg,West Zone,11,4695.16,11450.1,25.6,125951.1,Delivered,2,Ecom Express,Returned,Wrong Size
136,2025-06-07,CUST0136,PROD0136,Tonight,Beauty,WH07,New Chelsea,Central Zone,16,1430.7,3068.02,194.58,49088.32,Delivered,5,FedEx,Not Returned,
137,2025-04-06,CUST0137,PROD0137,Item,Electronics,WH08,Candacetown,East Zone,18,2181.01,4209.35,85.68,75768.3,Delivered,6,XpressBees,Replacement Requested,Exchange Request
138,2024-12-17,CUST0138,PROD0138,Party,Clothing,WH09,Port Jerometown,West Zone,12,741.19,1233.74,158.51,14804.88,Cancelled,4,Delhivery,Not Returned,
139,2024-12-11,CUST0139,PROD0139,Focus,Sports,WH10,Nelsonchester,East Zone,5,1279.25,2375.73,55.39,11878.65,Cancelled,10,XpressBees,Replacement Requested,Exchange Request
140,2024-04-03,CUST0140,PROD0140,Way,Groceries,WH01,North Holly,North Zone,4,503.44,1064.72,68.02,4258.88,Shipped,12,XpressBees,Not Returned,
141,2024-12-01,CUST0141,PROD0141,Hold,Sports,WH02,Payneport,North Zone,20,979.57,2431.4,117.45,48628.0,Delivered,12,Ecom Express,Not Returned,
142,2025-04-20,CUST0142,PROD0142,Wide,Toys,WH03,Gonzalestown,East Zone,18,1613.52,3631.65,177.15,65369.7,Processing,14,Ecom Express,Not Returned,
143,2024-11-28,CUST0143,PROD0143,Cost,Electronics,WH04,Lake Heather,South Zone,15,4765.7,7776.69,41.03,116650.35,Delivered,3,FedEx,Not Returned,
144,2024-05-28,CUST0144,PROD0144,Challenge,Sports,WH05,West Derrickfurt,North Zone,11,2603.47,6366.72,64.98,70033.92,Cancelled,6,Ecom Express,Replacement Requested,Exchange Request
145,2025-05-06,CUST0145,PROD0145,Sign,Groceries,WH06,North Dannyside,West Zone,1,962.9,1223.2,46.7,1223.2,Delivered,13,DTDC,Not Returned,
146,2024-09-04,CUST0146,PROD0146,Movie,Clothing,WH07,Jameschester,Central Zone,9,1831.8,3210.17,93.53,28891.53,Delivered,5,Blue Dart,Not Returned,
147,2024-11-06,CUST0147,PROD0147,Accept,Electronics,WH08,Port Rachel,West Zone,11,4307.21,6054.1,24.88,66595.1,Delivered,10,DTDC,Returned,Wrong Size
148,2024-02-27,CUST0148,PROD0148,Pretty,Sports,WH09,West Leahhaven,East Zone,2,3533.2,5786.94,182.41,11573.88,Shipped,14,Ecom Express,Returned,Defective
149,2025-03-18,CUST0149,PROD0149,By,Groceries,WH10,Stephanieshire,West Zone,17,3613.96,4366.27,172.03,74226.59,Shipped,1,Blue Dart,Not Returned,
150,2025-03-08,CUST0150,PROD0150,Wide,Clothing,WH01,South Kelly,North Zone,19,1327.06,3115.25,120.85,59189.75,Shipped,12,DTDC,Not Returned,
151,2025-01-26,CUST0151,PROD0151,Before,Beauty,WH02,Wendybury,Central Zone,8,3754.83,8161.15,95.73,65289.2,Processing,10,DTDC,Not Returned,
152,2024-07-04,CUST0152,PROD0152,Difficult,Beauty,WH03,Turnerstad,North Zone,11,2616.65,3950.5,24.91,43455.5,Delivered,13,DTDC,Not Returned,
153,2024-02-18,CUST0153,PROD0153,Edge,Toys,WH04,Adamsland,North Zone,7,1549.43,1872.2,89.65,13105.4,Delivered,13,FedEx,Returned,Quality Issue
154,2024-08-06,CUST0154,PROD0154,It,Beauty,WH05,Garnerfort,South Zone,4,4792.49,8688.55,143.47,34754.2,Shipped,5,Ecom Express,Replacement Requested,Exchange Request
155,2024-04-26,CUST0155,PROD0155,Majority,Groceries,WH06,Ortizville,North Zone,8,3469.74,7841.92,114.42,62735.36,Delivered,9,Blue Dart,Not Returned,
156,2024-08-03,CUST0156,PROD0156,There,Home & Kitchen,WH07,South Robertport,North Zone,3,2524.05,5975.9,190.93,17927.7,Delivered,11,FedEx,Not Returned,
